1 .957 high
1 .960 high
1 .965 high
1 .975 high
1 .982 high
1 1.000 high
1 1.022 high
1 1.033 high
1 1.053 high
1 1.064 high
1 1.134 high
1 1.137 high
1 1.147 high
1 1.273 high
1 1.369 high
1 1.748 high
1 1.876 high
1 1.935 high
1 2.025 high
1 2.161 high
1 2.280 high
1 2.320 high
1 2.333 high
0 .530 high
0 .551 high
0 .553 high
0 .564 high
0 .649 high
0 .992 high
0 1.024 high
0 1.138 high
0 2.445 high
1 .568 low
1 .581 low
1 .586 low
1 .596 low
1 .597 low
1 .598 low
1 .600 low
1 .603 low
1 .603 low
1 .609 low
1 .615 low
1 .617 low
1 .619 low
1 .620 low
1 .620 low
1 .628 low
1 .629 low
1 .631 low
1 .631 low
1 .636 low
1 .639 low
1 .639 low
1 .639 low
1 .640 low
1 .644 low
1 .648 low
1 .654 low
1 .656 low
1 .658 low
1 .658 low
1 .658 low
1 .659 low
1 .664 low
1 .668 low
1 .669 low
1 .674 low
1 .676 low
1 .679 low
1 .688 low
1 .689 low
1 .690 low
1 .691 low
1 .698 low
1 .700 low
1 .700 low
1 .702 low
1 .705 low
1 .715 low
1 .720 low
1 .722 low
1 .723 low
1 .725 low
1 .725 low
1 .726 low
1 .728 low
1 .735 low
1 .735 low
1 .736 low
1 .742 low
1 .744 low
1 .746 low
1 .750 low
1 .758 low
1 .762 low
1 .765 low
1 .768 low
1 .768 low
1 .768 low
1 .775 low
1 .780 low
1 .785 low
1 .786 low
1 .792 low
1 .809 low
1 .809 low
1 .817 low
1 .832 low
1 .833 low
1 .836 low
1 .855 low
1 .856 low
1 .857 low
1 .872 low
1 .874 low
1 .874 low
1 .895 low
1 .895 low
1 .909 low
1 .911 low
1 .912 low
1 .923 low
1 .927 low
1 .938 low
1 .942 low
1 .947 low
1 .954 low
1 .975 low
1 .981 low
1 .984 low
1 .994 low
1 1.012 low
1 1.025 low
1 1.026 low
1 1.027 low
1 1.033 low
1 1.046 low
1 1.070 low
1 1.072 low
1 1.075 low
1 1.089 low
1 1.097 low
1 1.101 low
1 1.104 low
1 1.123 low
1 1.187 low
1 1.228 low
1 1.239 low
1 1.278 low
1 1.416 low
1 1.435 low
1 1.466 low
1 1.469 low
1 1.493 low
1 1.658 low
1 1.667 low
1 1.675 low
1 1.708 low
1 1.729 low
1 1.873 low
1 1.949 low
1 1.972 low
1 2.008 low
0 .514 low
0 .524 low
0 .532 low
0 .536 low
0 .536 low
0 .540 low
0 .541 low
0 .550 low
0 .566 low
0 .569 low
0 .593 low
0 .594 low
0 .604 low
0 .612 low
0 .620 low
0 .624 low
0 .670 low
0 .672 low
0 .688 low
0 .700 low
0 .718 low
0 .743 low
0 .745 low
0 .745 low
0 .762 low
0 .771 low
0 .772 low
0 .773 low
0 .787 low
0 .789 low
0 .789 low
0 .829 low
0 .850 low
0 .868 low
0 .875 low
0 .875 low
0 .878 low
0 .882 low
0 .883 low
0 .892 low
0 .903 low
0 .909 low
0 .940 low
0 .948 low
0 .956 low
0 .987 low
0 .988 low
0 1.028 low
0 1.051 low
0 1.052 low
0 1.079 low
0 1.092 low
0 1.120 low
0 1.132 low
0 1.152 low
0 1.166 low
0 1.201 low
0 1.246 low
0 1.274 low
0 1.325 low
0 1.457 low
0 1.563 low
0 1.662 low
0 1.707 low
0 1.777 low
0 1.975 low
0 2.549 low
0 3.130 low
1 .538 vlow
1 .538 vlow
1 .551 vlow
1 .551 vlow
1 .565 vlow
1 .570 vlow
1 .571 vlow
1 .571 vlow
1 .584 vlow
1 .588 vlow
1 .589 vlow
1 .592 vlow
1 .594 vlow
1 .596 vlow
1 .598 vlow
1 .600 vlow
1 .601 vlow
1 .606 vlow
1 .619 vlow
1 .621 vlow
1 .625 vlow
1 .628 vlow
1 .629 vlow
1 .632 vlow
1 .633 vlow
1 .634 vlow
1 .635 vlow
1 .636 vlow
1 .636 vlow
1 .640 vlow
1 .646 vlow
1 .647 vlow
1 .648 vlow
1 .650 vlow
1 .654 vlow
1 .655 vlow
1 .663 vlow
1 .667 vlow
1 .667 vlow
1 .672 vlow
1 .673 vlow
1 .679 vlow
1 .682 vlow
1 .686 vlow
1 .694 vlow
1 .694 vlow
1 .701 vlow
1 .704 vlow
1 .704 vlow
1 .706 vlow
1 .714 vlow
1 .718 vlow
1 .723 vlow
1 .727 vlow
1 .737 vlow
1 .740 vlow
1 .740 vlow
1 .746 vlow
1 .749 vlow
1 .749 vlow
1 .756 vlow
1 .757 vlow
1 .757 vlow
1 .766 vlow
1 .769 vlow
1 .773 vlow
1 .775 vlow
1 .789 vlow
1 .791 vlow
1 .807 vlow
1 .816 vlow
1 .818 vlow
1 .824 vlow
1 .839 vlow
1 .845 vlow
1 .845 vlow
1 .847 vlow
1 .854 vlow
1 .857 vlow
1 .857 vlow
1 .861 vlow
1 .864 vlow
1 .870 vlow
1 .882 vlow
1 .887 vlow
1 .892 vlow
1 .893 vlow
1 .896 vlow
1 .908 vlow
1 .913 vlow
1 .920 vlow
1 .927 vlow
1 .931 vlow
1 .940 vlow
1 .947 vlow
1 .952 vlow
1 .972 vlow
1 .977 vlow
1 .979 vlow
1 .988 vlow
1 .990 vlow
1 .995 vlow
1 1.006 vlow
1 1.008 vlow
1 1.009 vlow
1 1.022 vlow
1 1.023 vlow
1 1.024 vlow
1 1.025 vlow
1 1.034 vlow
1 1.048 vlow
1 1.053 vlow
1 1.060 vlow
1 1.072 vlow
1 1.074 vlow
1 1.075 vlow
1 1.075 vlow
1 1.095 vlow
1 1.102 vlow
1 1.108 vlow
1 1.120 vlow
1 1.122 vlow
1 1.131 vlow
1 1.138 vlow
1 1.141 vlow
1 1.149 vlow
1 1.153 vlow
1 1.164 vlow
1 1.186 vlow
1 1.202 vlow
1 1.244 vlow
1 1.259 vlow
1 1.268 vlow
1 1.306 vlow
1 1.318 vlow
1 1.343 vlow
1 1.379 vlow
1 1.408 vlow
1 1.423 vlow
1 1.423 vlow
1 1.475 vlow
1 1.568 vlow
1 1.569 vlow
1 1.603 vlow
1 1.645 vlow
1 1.711 vlow
1 1.756 vlow
1 1.841 vlow
1 1.848 vlow
1 1.943 vlow
1 2.180 vlow
1 2.898 vlow
0 .518 vlow
0 .527 vlow
0 .554 vlow
0 .556 vlow
0 .572 vlow
0 .574 vlow
0 .588 vlow
0 .592 vlow
0 .601 vlow
0 .643 vlow
0 .664 vlow
0 .674 vlow
0 .679 vlow
0 .685 vlow
0 .688 vlow
0 .692 vlow
0 .694 vlow
0 .696 vlow
0 .697 vlow
0 .722 vlow
0 .723 vlow
0 .731 vlow
0 .746 vlow
0 .747 vlow
0 .766 vlow
0 .786 vlow
0 .787 vlow
0 .800 vlow
0 .810 vlow
0 .857 vlow
0 .876 vlow
0 .885 vlow
0 .907 vlow
0 .923 vlow
0 .940 vlow
0 1.036 vlow
0 1.038 vlow
0 1.043 vlow
0 1.066 vlow
0 1.174 vlow
0 1.232 vlow
0 1.253 vlow
0 1.310 vlow
0 1.714 vlow
0 1.787 vlow
0 1.982 vlow
0 2.262 vlow
0 2.949 vlow
1 .594 nonword
1 .598 nonword
1 .603 nonword
1 .614 nonword
1 .621 nonword
1 .623 nonword
1 .646 nonword
1 .662 nonword
1 .689 nonword
1 .690 nonword
1 .704 nonword
1 .709 nonword
1 .755 nonword
1 .843 nonword
1 .880 nonword
1 .897 nonword
1 .913 nonword
1 .947 nonword
1 .949 nonword
1 .986 nonword
1 1.032 nonword
1 1.084 nonword
1 1.097 nonword
1 1.254 nonword
1 1.377 nonword
0 .486 nonword
0 .489 nonword
0 .492 nonword
0 .497 nonword
0 .505 nonword
0 .507 nonword
0 .508 nonword
0 .510 nonword
0 .513 nonword
0 .518 nonword
0 .520 nonword
0 .520 nonword
0 .521 nonword
0 .521 nonword
0 .522 nonword
0 .523 nonword
0 .526 nonword
0 .527 nonword
0 .528 nonword
0 .529 nonword
0 .529 nonword
0 .529 nonword
0 .531 nonword
0 .531 nonword
0 .532 nonword
0 .532 nonword
0 .532 nonword
0 .532 nonword
0 .532 nonword
0 .533 nonword
0 .533 nonword
0 .534 nonword
0 .534 nonword
0 .534 nonword
0 .534 nonword
0 .535 nonword
0 .535 nonword
0 .536 nonword
0 .537 nonword
0 .537 nonword
0 .538 nonword
0 .538 nonword
0 .538 nonword
0 .538 nonword
0 .538 nonword
0 .539 nonword
0 .539 nonword
0 .541 nonword
0 .542 nonword
0 .542 nonword
0 .542 nonword
0 .544 nonword
0 .544 nonword
0 .545 nonword
0 .545 nonword
0 .546 nonword
0 .546 nonword
0 .547 nonword
0 .550 nonword
0 .550 nonword
0 .551 nonword
0 .551 nonword
0 .551 nonword
0 .551 nonword
0 .552 nonword
0 .552 nonword
0 .553 nonword
0 .553 nonword
0 .554 nonword
0 .554 nonword
0 .555 nonword
0 .555 nonword
0 .556 nonword
0 .556 nonword
0 .557 nonword
0 .557 nonword
0 .558 nonword
0 .558 nonword
0 .559 nonword
0 .559 nonword
0 .559 nonword
0 .559 nonword
0 .559 nonword
0 .560 nonword
0 .560 nonword
0 .560 nonword
0 .560 nonword
0 .560 nonword
0 .560 nonword
0 .561 nonword
0 .561 nonword
0 .561 nonword
0 .561 nonword
0 .562 nonword
0 .562 nonword
0 .562 nonword
0 .563 nonword
0 .563 nonword
0 .564 nonword
0 .565 nonword
0 .565 nonword
0 .566 nonword
0 .566 nonword
0 .567 nonword
0 .567 nonword
0 .567 nonword
0 .568 nonword
0 .568 nonword
0 .569 nonword
0 .570 nonword
0 .570 nonword
0 .571 nonword
0 .571 nonword
0 .572 nonword
0 .572 nonword
0 .572 nonword
0 .573 nonword
0 .573 nonword
0 .573 nonword
0 .574 nonword
0 .574 nonword
0 .575 nonword
0 .575 nonword
0 .576 nonword
0 .576 nonword
0 .577 nonword
0 .577 nonword
0 .577 nonword
0 .577 nonword
0 .579 nonword
0 .579 nonword
0 .579 nonword
0 .579 nonword
0 .580 nonword
0 .581 nonword
0 .582 nonword
0 .582 nonword
0 .582 nonword
0 .582 nonword
0 .583 nonword
0 .583 nonword
0 .583 nonword
0 .583 nonword
0 .583 nonword
0 .584 nonword
0 .585 nonword
0 .585 nonword
0 .585 nonword
0 .586 nonword
0 .587 nonword
0 .588 nonword
0 .588 nonword
0 .588 nonword
0 .589 nonword
0 .590 nonword
0 .590 nonword
0 .591 nonword
0 .594 nonword
0 .594 nonword
0 .595 nonword
0 .595 nonword
0 .596 nonword
0 .596 nonword
0 .598 nonword
0 .601 nonword
0 .601 nonword
0 .601 nonword
0 .601 nonword
0 .601 nonword
0 .601 nonword
0 .604 nonword
0 .605 nonword
0 .605 nonword
0 .606 nonword
0 .606 nonword
0 .606 nonword
0 .606 nonword
0 .607 nonword
0 .607 nonword
0 .607 nonword
0 .608 nonword
0 .609 nonword
0 .610 nonword
0 .610 nonword
0 .610 nonword
0 .611 nonword
0 .612 nonword
0 .612 nonword
0 .613 nonword
0 .613 nonword
0 .613 nonword
0 .614 nonword
0 .614 nonword
0 .615 nonword
0 .616 nonword
0 .616 nonword
0 .617 nonword
0 .617 nonword
0 .619 nonword
0 .619 nonword
0 .620 nonword
0 .620 nonword
0 .621 nonword
0 .621 nonword
0 .621 nonword
0 .621 nonword
0 .621 nonword
0 .622 nonword
0 .622 nonword
0 .623 nonword
0 .623 nonword
0 .623 nonword
0 .624 nonword
0 .624 nonword
0 .624 nonword
0 .624 nonword
0 .626 nonword
0 .626 nonword
0 .626 nonword
0 .627 nonword
0 .627 nonword
0 .627 nonword
0 .628 nonword
0 .628 nonword
0 .628 nonword
0 .628 nonword
0 .628 nonword
0 .629 nonword
0 .629 nonword
0 .630 nonword
0 .631 nonword
0 .632 nonword
0 .633 nonword
0 .637 nonword
0 .637 nonword
0 .637 nonword
0 .637 nonword
0 .637 nonword
0 .639 nonword
0 .639 nonword
0 .639 nonword
0 .639 nonword
0 .640 nonword
0 .640 nonword
0 .640 nonword
0 .641 nonword
0 .643 nonword
0 .643 nonword
0 .643 nonword
0 .643 nonword
0 .643 nonword
0 .643 nonword
0 .643 nonword
0 .644 nonword
0 .645 nonword
0 .645 nonword
0 .645 nonword
0 .645 nonword
0 .646 nonword
0 .646 nonword
0 .646 nonword
0 .646 nonword
0 .647 nonword
0 .647 nonword
0 .647 nonword
0 .647 nonword
0 .647 nonword
0 .649 nonword
0 .649 nonword
0 .649 nonword
0 .649 nonword
0 .649 nonword
0 .650 nonword
0 .650 nonword
0 .650 nonword
0 .650 nonword
0 .650 nonword
0 .650 nonword
0 .652 nonword
0 .653 nonword
0 .653 nonword
0 .655 nonword
0 .655 nonword
0 .656 nonword
0 .656 nonword
0 .657 nonword
0 .657 nonword
0 .657 nonword
0 .657 nonword
0 .658 nonword
0 .659 nonword
0 .660 nonword
0 .661 nonword
0 .661 nonword
0 .661 nonword
0 .665 nonword
0 .666 nonword
0 .666 nonword
0 .666 nonword
0 .667 nonword
0 .667 nonword
0 .667 nonword
0 .668 nonword
0 .672 nonword
0 .672 nonword
0 .673 nonword
0 .674 nonword
0 .676 nonword
0 .676 nonword
0 .676 nonword
0 .677 nonword
0 .678 nonword
0 .679 nonword
0 .679 nonword
0 .680 nonword
0 .680 nonword
0 .682 nonword
0 .683 nonword
0 .683 nonword
0 .683 nonword
0 .683 nonword
0 .683 nonword
0 .683 nonword
0 .684 nonword
0 .685 nonword
0 .686 nonword
0 .686 nonword
0 .687 nonword
0 .691 nonword
0 .691 nonword
0 .693 nonword
0 .694 nonword
0 .695 nonword
0 .696 nonword
0 .696 nonword
0 .696 nonword
0 .697 nonword
0 .697 nonword
0 .698 nonword
0 .699 nonword
0 .699 nonword
0 .700 nonword
0 .701 nonword
0 .702 nonword
0 .705 nonword
0 .706 nonword
0 .707 nonword
0 .708 nonword
0 .708 nonword
0 .710 nonword
0 .710 nonword
0 .711 nonword
0 .714 nonword
0 .715 nonword
0 .715 nonword
0 .715 nonword
0 .716 nonword
0 .717 nonword
0 .717 nonword
0 .717 nonword
0 .718 nonword
0 .718 nonword
0 .719 nonword
0 .719 nonword
0 .719 nonword
0 .721 nonword
0 .722 nonword
0 .723 nonword
0 .723 nonword
0 .725 nonword
0 .727 nonword
0 .728 nonword
0 .728 nonword
0 .734 nonword
0 .735 nonword
0 .735 nonword
0 .737 nonword
0 .739 nonword
0 .739 nonword
0 .740 nonword
0 .740 nonword
0 .741 nonword
0 .743 nonword
0 .744 nonword
0 .745 nonword
0 .745 nonword
0 .749 nonword
0 .749 nonword
0 .752 nonword
0 .752 nonword
0 .754 nonword
0 .754 nonword
0 .756 nonword
0 .757 nonword
0 .758 nonword
0 .758 nonword
0 .764 nonword
0 .765 nonword
0 .766 nonword
0 .766 nonword
0 .770 nonword
0 .772 nonword
0 .772 nonword
0 .772 nonword
0 .778 nonword
0 .779 nonword
0 .780 nonword
0 .780 nonword
0 .783 nonword
0 .783 nonword
0 .789 nonword
0 .791 nonword
0 .793 nonword
0 .794 nonword
0 .795 nonword
0 .796 nonword
0 .797 nonword
0 .797 nonword
0 .799 nonword
0 .800 nonword
0 .801 nonword
0 .803 nonword
0 .804 nonword
0 .807 nonword
0 .811 nonword
0 .813 nonword
0 .817 nonword
0 .818 nonword
0 .820 nonword
0 .822 nonword
0 .824 nonword
0 .825 nonword
0 .827 nonword
0 .829 nonword
0 .834 nonword
0 .835 nonword
0 .836 nonword
0 .838 nonword
0 .844 nonword
0 .845 nonword
0 .846 nonword
0 .847 nonword
0 .848 nonword
0 .857 nonword
0 .859 nonword
0 .860 nonword
0 .861 nonword
0 .862 nonword
0 .866 nonword
0 .867 nonword
0 .870 nonword
0 .871 nonword
0 .873 nonword
0 .875 nonword
0 .878 nonword
0 .879 nonword
0 .880 nonword
0 .881 nonword
0 .883 nonword
0 .883 nonword
0 .885 nonword
0 .887 nonword
0 .890 nonword
0 .890 nonword
0 .890 nonword
0 .895 nonword
0 .896 nonword
0 .904 nonword
0 .906 nonword
0 .907 nonword
0 .909 nonword
0 .911 nonword
0 .912 nonword
0 .916 nonword
0 .920 nonword
0 .924 nonword
0 .927 nonword
0 .929 nonword
0 .931 nonword
0 .934 nonword
0 .936 nonword
0 .939 nonword
0 .942 nonword
0 .944 nonword
0 .951 nonword
0 .956 nonword
0 .957 nonword
0 .962 nonword
0 .966 nonword
0 .967 nonword
0 .975 nonword
0 .976 nonword
0 .986 nonword
0 .986 nonword
0 .987 nonword
0 .987 nonword
0 .989 nonword
0 .990 nonword
0 .991 nonword
0 .993 nonword
0 .994 nonword
0 .994 nonword
0 1.001 nonword
0 1.014 nonword
0 1.015 nonword
0 1.015 nonword
0 1.015 nonword
0 1.024 nonword
0 1.025 nonword
0 1.026 nonword
0 1.030 nonword
0 1.031 nonword
0 1.033 nonword
0 1.044 nonword
0 1.045 nonword
0 1.048 nonword
0 1.058 nonword
0 1.062 nonword
0 1.069 nonword
0 1.071 nonword
0 1.072 nonword
0 1.075 nonword
0 1.076 nonword
0 1.086 nonword
0 1.092 nonword
0 1.094 nonword
0 1.103 nonword
0 1.120 nonword
0 1.124 nonword
0 1.127 nonword
0 1.137 nonword
0 1.138 nonword
0 1.150 nonword
0 1.165 nonword
0 1.174 nonword
0 1.174 nonword
0 1.183 nonword
0 1.190 nonword
0 1.194 nonword
0 1.207 nonword
0 1.241 nonword
0 1.242 nonword
0 1.245 nonword
0 1.247 nonword
0 1.256 nonword
0 1.263 nonword
0 1.297 nonword
0 1.307 nonword
0 1.316 nonword
0 1.335 nonword
0 1.365 nonword
0 1.384 nonword
0 1.411 nonword
0 1.474 nonword
0 1.486 nonword
0 1.503 nonword
0 1.551 nonword
0 1.560 nonword
0 1.623 nonword
0 1.678 nonword
0 1.686 nonword
0 1.711 nonword
0 1.847 nonword
0 1.947 nonword
0 1.949 nonword
0 2.107 nonword
0 2.210 nonword
0 2.285 nonword
0 2.336 nonword
0 2.408 nonword
0 2.513 nonword
0 2.513 nonword
0 2.701 nonword
0 2.773 nonword
0 2.810 nonword
